IDEvento;DSEvento
2348;REQ PESQ/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2349;AUT PESQ/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2350;REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2351;CONC LAV/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2352;REQ LICEN/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2353;LICEN/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2354;REQ PLG/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2355;PLG/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2356;REQ EXT/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2357;REG EXT/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2358;REQ LAV/DECISÃO JUDICIAL PROTOC
2359;CONC LAV/DECISÃO JUDICIAL PROTOC
2360;APTO DISP/DECISÃO JUDICIAL PROTOC
2361;DISPONIB/DECISÃO JUDICIAL PROTOC
2362;CONC LAV/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2363;CONC LAV/BARRAGENS INTERDIÇÃO PUBL
2364;CONC LAV/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2365;CONC LAV/BARRAGENS DESINTERDIÇÃO PUBL
2366;CONC LAV/BARRAGENS REITERA EXIGÊNCIA PUBL
2367;CONC LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2368;CONC LAV/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2369;PLG/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2370;PLG/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2371;PLG/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2372;PLG/BARRAGENS EXIGÊNCIA PUBL
2373;PLG/BARRAGENS INTERDIÇÃO PUBL
2374;PLG/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2375;PLG/BARRAGENS DESINTERDIÇÃO PUBL
2376;PLG/BARRAGENS REITERA EXIGÊNCIA PUBL
2377;PLG/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2378;PLG/BARRAGENS DECLAR COND ESTABIL NÃO ACEITA PUBL
2379;PLG/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2380;LICEN/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2381;LICEN/BARRAGENS INTERDIÇÃO PUBL
2382;LICEN/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2383;LICEN/BARRAGENS DESINTERDIÇÃO PUBL
2384;LICEN/BARRAGENS REITERA EXIGÊNCIA PUBL
2385;LICEN/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2386;LICEN/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2387;REQ LAV/BARRAGENS INTERDIÇÃO PUBL
2388;REQ LAV/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2389;REQ LAV/BARRAGENS DESINTERDIÇÃO PUBL
2390;REQ LAV/BARRAGENS REITERA EXIGÊNCIA PUBL
2391;REQ LAV/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2392;REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2393;REQ LAV/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2394;CONC LAV/BARRAGENS AUTO DE INFRAÇÃO PUBL
2395;PLG/BARRAGENS AUTO DE INFRAÇÃO PUBL
2396;REQ LAV/BARRAGENS AUTO DE INFRAÇÃO PUBL
2397;LICEN/BARRAGENS AUTO DE INFRAÇÃO PUBL
2398;CONC LAV/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2399;PLG/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2400;REQ LAV/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2401;LICEN/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2402;CONC LAV/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2403;PLG/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2404;REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2405;LICEN/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2406;CONC LAV/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA PUBL
2407;PLG/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA PUBL
2408;REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA PUBL
2409;LICEN/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA PUBL
2410;CONC LAV/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2411;PLG/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2412;REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2413;LICEN/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2414;CONC LAV/BARRAGENS MULTA APLICADA PUBL
2415;PLG/BARRAGENS MULTA APLICADA PUBL
2416;REQ LAV/BARRAGENS MULTA APLICADA PUBL
2417;LICEN/BARRAGENS MULTA APLICADA PUBL
2418;CONC LAV/BARRAGENS TORNA S/EFEITO MULTA PUBL
2419;PLG/BARRAGENS TORNA S/EFEITO MULTA PUBL
2420;REQ LAV/BARRAGENS TORNA S/EFEITO MULTA PUBL
2421;LICEN/BARRAGENS TORNA S/EFEITO MULTA PUBL
2422;CONC LAV/BARRAGENS RECURSO MULTA PROTOC
2423;PLG/BARRAGENS RECURSO MULTA PROTOC
2424;REQ LAV/BARRAGENS RECURSO MULTA PROTOC
2425;LICEN/BARRAGENS RECURSO MULTA PROTOC
2426;CONC LAV/BARRAGENS RECURSO PROVIDO PUBL
2427;PLG/BARRAGENS RECURSO PROVIDO PUBL
2428;REQ LAV/BARRAGENS RECURSO PROVIDO PUBL
2429;LICEN/BARRAGENS RECURSO PROVIDO PUBL
2430;CONC LAV/BARRAGENS RECURSO NEGADO PUBL
2431;PLG/BARRAGENS RECURSO NEGADO PUBL
2432;REQ LAV/BARRAGENS RECURSO NEGADO PUBL
2433;LICEN/BARRAGENS RECURSO NEGADO PUBL
2434;REQ LICEN/DECISÃO JUDICIAL PROTOC
2435;LICEN/DECISÃO JUDICIAL PROTOC
2436;REQ PLG/DECISÃO JUDICIAL PROTOC
2437;PLG/DECISÃO JUDICIAL PROTOC
2438;REQ EXT/DECISÃO JUDICIAL PROTOC
2439;REG EXT/DECISÃO JUDICIAL PROTOC
2440;REQ PESQ/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2441;REQ PESQ/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2442;REQ PLG/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2443;REQ PLG/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2444;AUT PESQ/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2445;AUT PESQ/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2446;CONC LAV/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2447;CONC LAV/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2448;DIR REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2449;DIR REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2450;LICEN/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2451;LICEN/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2452;PLG/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2453;PLG/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2454;REG EXT/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2455;REG EXT/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2456;REQ EXT/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2457;REQ EXT/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2458;REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2459;REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2460;REQ LICEN/SIGILO INFORMAÇÃO MINERÁRIA INDEFERIDO
2461;REQ LICEN/SIGILO INFORMAÇÃO MINERÁRIA DEFERIDO
2462;AUT PESQ/ASSENTIMENTO CDN CASSADO/CESSÃO DIREITOS
2463;DISPONIB/LEILÃO ELET/PROPOSTA PAGA SEM REQ/RETORNO DISPONIB
2464;DISPONIB/LEILÃO ELET/PROPOSTA NÃO PAGA/RETORNO DISPONIB
2465;DISPONIB/MANIFESTAÇÃO ÚNICA OFERTA PÚBLICA
2466;DISPONIB/MANIFESTAÇÃO ÚNICA OF PÚBL/SEM PROT REQ/ÁREA LIVRE
2467;DISPONIB/LEILÃO ELETRÔNICO ÁREA PARA LAVRA
2468;DISPONIB/LEILÃO ELETRÔNICO ÁREA PARA PESQUISA
2469;DISPONIB/AVALIAÇÃO SOCIAL/ÁREA PARA PLG
2470;DISPONIB/LEILÃO ELET/SEM REGISTRO PROPOSTA/ÁREA LIVRE
2471;DISPONIB/LEILÃO ELET/PROPOSTA PAGA/SEM PROTOC REQ/ÁREA LIVRE
2472;DISPONIB/LEILÃO ELET/PROP ÚNICA FINANC NÃO PAGA/ÁREA LIVRE
2473;DISPONIB/LEILÃO ELET/PROPOSTAS FINANC NÃO PAGAS/ÁREA LIVRE
2474;AUT PESQ/FISCALIZAÇÃO REMOTA CONCLUÍDA
2475;DIR REQ LAV/FISCALIZAÇÃO REMOTA CONCLUÍDA
2476;REQ LAV/FISCALIZAÇÃO REMOTA CONCLUÍDA
2477;CONC LAV/FISCALIZAÇÃO REMOTA CONCLUÍDA
2478;LICEN/FISCALIZAÇÃO REMOTA CONCLUÍDA
2479;PLG/FISCALIZAÇÃO REMOTA CONCLUÍDA
2480;REG EXT/FISCALIZAÇÃO REMOTA CONCLUÍDA
2481;AUT PESQ/VENCIMENTO ALVARÁ ALTERADO RESOLUÇÃO 76/2021-COVID
2482;DIR REQ LAV/ASSENTIMENTO CDN CASSADO
2483;DIR REQ LAV/ASSENTIMENTO CDN CASSADO/CESSÃO DIREITOS
2484;REQ LAV/ASSENTIMENTO CDN CASSADO
2485;REQ LAV/ASSENTIMENTO CDN CASSADO/CESSÃO DIREITOS
2486;CONC LAV/ASSENTIMENTO CDN CASSADO/CESSÃO DIREITOS
2487;CONC LAV/ASSENTIMENTO CDN CASSADO/ARRENDAMENTO
2488;REQ LAV/DECLARAÇÃO DE APTIDÃO EMITIDA
2489;AUT PESQ/DECLARAÇÃO DE RESULTADOS DE EXPLORAÇÃO PROTOC
2490;AUT PESQ/DECLARAÇÃO DE RECURSOS MINERAIS PROTOC
2491;AUT PESQ/DECLARAÇÃO DE RESERVAS MINERAIS PROTOC
2492;DIR REQ LAV/DECLARAÇÃO DE RESULTADOS DE EXPLORAÇÃO PROTOC
2493;DIR REQ LAV/DECLARAÇÃO DE RECURSOS MINERAIS PROTOC
2494;DIR REQ LAV/DECLARAÇÃO DE RESERVAS MINERAIS PROTOC
2495;REQ LAV/DECLARAÇÃO DE RESULTADOS DE EXPLORAÇÃO PROTOC
2496;REQ LAV/DECLARAÇÃO DE RECURSOS MINERAIS PROTOC
2497;REQ LAV/DECLARAÇÃO DE RESERVAS MINERAIS PROTOC
2498;CONC LAV/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2499;REQ EXT/DECLARAÇÃO DE APTIDÃO EMITIDA
2500;CONC LAV/DECLARAÇÃO DE RESULTADOS DE EXPLORAÇÃO PROTOC
2501;CONC LAV/DECLARAÇÃO DE RECURSOS MINERAIS PROTOC
2502;CONC LAV/DECLARAÇÃO DE RESERVAS MINERAIS PROTOC
2503;CONC LAV/PLANO DE FECHAMENTO DE MINA ANALISADO
2504;CONC LAV/PLANO DE FECHAMENTO DE MINA APROVADO PUBL
2505;LICEN/PLANO DE FECHAMENTO DE MINA PROTOC
2506;LICEN/PLANO DE FECHAMENTO DE MINA ANALISADO
2507;LICEN/PLANO DE FECHAMENTO DE MINA APROVADO PUBL
2508;PLG/PLANO DE FECHAMENTO DE MINA PROTOC
2509;PLG/PLANO DE FECHAMENTO DE MINA ANALISADO
2510;PLG/PLANO DE FECHAMENTO DE MINA APROVADO PUBL
2511;REG EXT/PLANO DE FECHAMENTO DE MINA PROTOC
2512;REG EXT/PLANO DE FECHAMENTO DE MINA ANALISADO
2513;REG EXT/PLANO DE FECHAMENTO DE MINA APROVADO PUBL
2514;AUT PESQ/BARRAGENS EMBARGO PUBL
2515;CONC LAV/BARRAGENS EMBARGO PUBL
2516;LICEN/BARRAGENS EMBARGO PUBL
2517;PLG/BARRAGENS EMBARGO PUBL
2518;REQ LAV/BARRAGENS EMBARGO PUBL
2519;AUT PESQ/BARRAGENS SOLICITA DESEMBARGO PROTOC
2520;CONC LAV/BARRAGENS SOLICITA DESEMBARGO PROTOC
2521;LICEN/BARRAGENS SOLICITA DESEMBARGO PROTOC
2522;PLG/BARRAGENS SOLICITA DESEMBARGO PROTOC
2523;REQ LAV/BARRAGENS SOLICITA DESEMBARGO PROTOC
2524;AUT PESQ/BARRAGENS DESEMBARGO NEGADO PUBL
2525;CONC LAV/BARRAGENS DESEMBARGO NEGADO PUBL
2526;LICEN/BARRAGENS DESEMBARGO NEGADO PUBL
2527;PLG/BARRAGENS DESEMBARGO NEGADO PUBL
2528;REQ LAV/BARRAGENS DESEMBARGO NEGADO PUBL
2529;AUT PESQ/BARRAGENS DESEMBARGO PUBL
2530;CONC LAV/BARRAGENS DESEMBARGO PUBL
2531;LICEN/BARRAGENS DESEMBARGO PUBL
2532;PLG/BARRAGENS DESEMBARGO PUBL
2533;REQ LAV/BARRAGENS DESEMBARGO PUBL
2534;AUT PESQ/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2535;CONC LAV/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2536;LICEN/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2537;PLG/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2538;REQ LAV/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2539;AUT PESQ/BARRAGENS AUTO DE INFRAÇÃO PUBL
2540;AUT PESQ/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2541;AUT PESQ/BARRAGENS DECLAR CONDIÇÃO ESTABIL NÃO ACEITA PUBL
2542;AUT PESQ/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA PUBL
2543;AUT PESQ/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2544;AUT PESQ/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2545;AUT PESQ/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2546;AUT PESQ/BARRAGENS EXIGÊNCIA PUBL
2547;AUT PESQ/BARRAGENS MULTA APLICADA PUBL
2548;AUT PESQ/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2549;AUT PESQ/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2550;AUT PESQ/BARRAGENS RECURSO NEGADO PUBL
2551;AUT PESQ/BARRAGENS RECURSO PROVIDO PUBL
2552;AUT PESQ/BARRAGENS REITERA EXIGÊNCIA PUBL
2553;AUT PESQ/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2554;AUT PESQ/BARRAGENS TORNA S/EFEITO MULTA PUBL
2555;AUT PESQ/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2556;DIR REQ LAV/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2557;DIR REQ LAV/BARRAGENS DECLAR COND ESTABIL NÃO ACEITA PUBL
2558;DIR REQ LAV/BARRAGENS EXIGÊNCIA PUBL
2559;DIR REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2560;DIR REQ LAV/BARRAGENS EXIGÊNCIA PRAZO ESPECIAL PUBL
2561;DIR REQ LAV/BARRAGENS EXIGÊNCIA PRAZO OFÍCIO PUBL
2562;DIR REQ LAV/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2563;DIR REQ LAV/BARRAGENS DESINTERDIÇÃO PUBL
2564;DIR REQ LAV/BARRAGENS REITERA EXIGÊNCIA PUBL
2565;DIR REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDA PUBL
2566;DIR REQ LAV/BARRAGENS PRORROG EXIGÊNCIA PRAZO OFÍCIO PUBL
2567;DIR REQ LAV/BARRAGENS AUTO DE INFRAÇÃO PUBL
2568;DIR REQ LAV/BARRAGENS TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2569;DIR REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO ACEITA  PUBL
2570;DIR REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2571;DIR REQ LAV/BARRAGENS MULTA APLICADA PUBL
2572;DIR REQ LAV/BARRAGENS TORNA S/EFEITO MULTA PUBL
2573;DIR REQ LAV/BARRAGENS RECURSO NEGADO PUBL
2574;DIR REQ LAV/BARRAGENS RECURSO PROVIDO PUBL
2575;DIR REQ LAV/BARRAGENS EMBARGO PUBL
2576;DIR REQ LAV/BARRAGENS DESEMBARGO PUBL
2577;DIR REQ LAV/BARRAGENS DESEMBARGO NEGADO PUBL
2578;DIR REQ LAV/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2579;LICEN/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2580;PLG/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2581;REQ LAV/BARRAGENS NÃO CONHECE REQUERIMENTO PUBL
2582;DIR REQ LAV/BARRAGENS ANÁLISE PROCESSUAL CONCLUÍDA
2583;AUT PESQ/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2584;AUT PESQ/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2585;AUT PESQ/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2586;AUT PESQ/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2587;AUT PESQ/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2588;AUT PESQ/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2589;AUT PESQ/BARRAGENS RECURSO MULTA PROTOC
2590;DIR REQ LAV/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2591;DIR REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2592;DIR REQ LAV/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2593;DIR REQ LAV/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2594;DIR REQ LAV/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2595;DIR REQ LAV/BARRAGENS SOLICITA DESEMBARGO PROTOC
2596;DIR REQ LAV/BARRAGENS DEFESA AUTO INFRAÇÃO PROTOC
2597;DIR REQ LAV/BARRAGENS RECURSO MULTA PROTOC
2598;AUT PESQ/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2599;CONC LAV/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2600;REQ PESQ/ANULA PUBLICAÇÃO DE DESPACHO - REPEM PUBL
2601;DIR REQ LAV/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2602;LICEN/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2603;PLG/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2604;REQ LAV/BARRAGENS TORNA S/EFEITO DESPACHO PUBL
2605;AUT PESQ/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2606;CONC LAV/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2607;DIR REQ LAV/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2608;LICEN/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2609;PLG/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2610;REQ LAV/BARRAGENS RETIFICAÇÃO DE DESPACHO PUBL
2611;CONC LAV/PORTARIA CONCESSÃO DE LAVRA GER/ANM PUBL
2612;REQ PESQ/PEDIDO RECONSIDERAÇÃO PROVIDO-SUPERINTENDENTE PUBL
2613;REQ PESQ/PEDIDO RECONSIDERAÇÃO NEGADO-SUPERINTENDENTE PUBL
2614;REQ LAV/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2615;REQ LICEN/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2616;REQ PLG/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2617;REQ EXT/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2618;CONC LAV/PORTARIA ENGLOBANDO ÁREAS PESQUISADAS ANM PUBL
2619;AUT PESQ/GUIA DE UTILIZAÇÃO PFM PROTOC
2620;AUT PESQ/GUIA DE UTILIZAÇÃO PFM APROVADO PUBL
2621;DIR REQ LAV/GUIA DE UTILIZAÇÃO PFM PROTOC
2622;DIR REQ LAV/GUIA DE UTILIZAÇÃO PFM APROVADO PUBL
2623;REQ LAV/GUIA DE UTILIZAÇÃO PFM PROTOC
2624;REQ LAV/GUIA DE UTILIZAÇÃO PFM APROVADO PUBL
2625;REQ LAV/PLANO DE FECHAMENTO DE MINA PROTOC
2626;REQ LICEN/PLANO DE FECHAMENTO DE MINA PROTOC
2627;REQ PLG/PLANO DE FECHAMENTO DE MINA PROTOC
2628;REQ EXT/PLANO DE FECHAMENTO DE MINA PROTOC
2629;AUT PESQ/GUIA DE UTILIZAÇÃO RELAT EXEC PFM PROTOC
2630;AUT PESQ/GUIA DE UTILIZAÇÃO RELAT EXEC PFM APROVADO PUBL
2631;DIR REQ LAV/GUIA DE UTILIZAÇÃO RELAT EXEC PFM PROTOC
2632;DIR REQ LAV/GUIA DE UTILIZAÇÃO RELAT EXEC PFM APROVADO PUBL
2633;REQ LAV/GUIA DE UTILIZAÇÃO RELAT EXEC PFM PROTOC
2634;REQ LAV/GUIA DE UTILIZAÇÃO RELAT EXEC PFM APROVADO PUBL
2635;CONC LAV/RELATÓRIO EXECUÇÃO PFM PROTOC
2636;CONC LAV/RELATÓRIO EXECUÇÃO PFM APROVADO PUBL
2637;LICEN/RELATÓRIO EXECUÇÃO PFM PROTOC
2638;LICEN/RELATÓRIO EXECUÇÃO PFM APROVADO PUBL
2639;PLG/RELATÓRIO EXECUÇÃO PFM PROTOC
2640;PLG/RELATÓRIO EXECUÇÃO PFM APROVADO PUBL
2641;REG EXT/RELATÓRIO EXECUÇÃO PFM PROTOC
2642;REG EXT/RELATÓRIO EXECUÇÃO PFM APROVADO PUBL
2643;AUT PESQ/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2644;DIR REQ LAV/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2645;CONC LAV/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2646;LICEN/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2647;PLG/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2648;REG EXT/RECURSO PROVIDO-SUPERINTENDENTE PUBL
2649;DISPONIB/AVALIAÇÃO SOCIAL/ÁREA CONQUISTADA PARA PLG
2650;DISPONIB/ÁREA SUSPENSA
2651;DISPONIB/LEILÃO ELETRÔNICO/ARREMATADA/LAVRA
2652;DISPONIB/LEILÃO ELETRÔNICO/ARREMATADA/PESQUISA
2653;DISPONIB/EDITAL DISPONIBILIDADE CANCELADO
2654;AUT PESQ/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2655;AUT PESQ/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2656;AUT PESQ/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2657;AUT PESQ/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2658;AUT PESQ/RECURSO MULTA NEGADO PUBL
2659;CONC LAV/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2660;CONC LAV/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2661;CONC LAV/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2662;CONC LAV/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2663;CONC LAV/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2664;REQ LAV/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
2665;CONC LAV/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
2666;CONC LAV/RECURSO MULTA NEGADO PUBL
2667;DIR REQ LAV/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2668;DIR REQ LAV/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2669;DIR REQ LAV/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2670;DIR REQ LAV/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2671;DIR REQ LAV/RECURSO MULTA NEGADO PUBL
2672;DISPONIB/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2673;DISPONIB/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2674;DISPONIB/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2675;DISPONIB/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2676;DISPONIB/RECURSO MULTA NEGADO PUBL
2677;DISPONIB/ÁREA DISPONIBILIDADE PARA PLG - EDITAL PUBL
2678;LICEN/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2679;LICEN/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2680;LICEN/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2681;LICEN/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2682;LICEN/RECURSO MULTA NEGADO PUBL
2683;PLG/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2684;PLG/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2685;PLG/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2686;PLG/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2687;PLG/RECURSO MULTA NEGADO PUBL
2688;REG EXT/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2689;REG EXT/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2690;REG EXT/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2691;REG EXT/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2692;REG EXT/RECURSO MULTA NEGADO PUBL
2693;REQ LAV/DEFESA AUTO INFRAÇÃO ACEITA PUBL
2694;REQ LAV/DEFESA AUTO INFRAÇÃO NÃO ACEITA PUBL
2695;REQ LAV/RECURSO MULTA 2ª INSTÂNCIA PROVIDO PUBL
2696;REQ LAV/RECURSO MULTA ÚLTIMA INSTÂNCIA PROVIDO PUBL
2697;REQ LAV/RECURSO MULTA NEGADO PUBL
2698;AUT PESQ/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2699;AUT PESQ/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
2700;CONC LAV/BARRAGENS RECURSO MULTA 2ª INST PROVIDO PUBL
2701;CONC LAV/BARRAGENS RECURSO MULTA ÚLTIMA INST PROVIDO PUBL
