DSProcesso;DSProcessoAssociado;IDTipoAssociacao;DTAssociacao;DTDesassociacao;OBAssociacao
860.078/2020;860.189/2022;9;2022-02-23;;*
860.079/2006;860.270/2009;8;2009-03-17;;*
860.079/2014;861.279/2014;9;2014-10-21;;*
860.079/2020;860.185/2022;9;2022-02-23;;*
860.079/2022;860.401/2025;9;2025-05-07;;*
860.079/2023;300.708/2025;8;2025-08-25;;*
860.080/2020;860.041/2022;9;2022-01-13;;*
860.081/2011;861.079/2014;8;2014-09-10;;*
860.081/2015;860.428/2015;9;2015-05-05;;*
860.081/2016;860.069/2022;9;2022-01-19;;*
860.081/2020;860.188/2022;9;2022-02-23;;*
860.082/2009;301.209/2011;8;2011-11-30;;*
860.082/2015;860.104/2016;9;2016-02-16;;*
860.082/2019;301.168/2025;8;2025-12-12;;*
860.082/2019;301.169/2025;8;2025-12-12;;*
860.082/2019;301.170/2025;8;2025-12-12;;*
860.082/2019;301.171/2025;8;2025-12-12;;*
860.082/2020;860.042/2022;9;2022-01-13;;*
860.082/2023;860.533/2023;9;2023-06-30;;*
860.083/2013;300.098/2017;8;2017-02-03;;*
860.083/2016;860.428/2017;9;2017-06-02;;*
860.083/2020;860.043/2022;9;2022-01-13;;*
860.083/2021;860.687/2022;9;2022-07-27;;*
860.084/2020;860.044/2022;9;2022-01-13;;*
860.085/2009;862.149/2012;2;2012-12-20;;*
860.085/2010;861.244/2011;8;2011-06-14;;*
860.085/2012;862.088/2013;9;2013-12-23;;*
860.086/2008;860.030/2010;8;2010-01-14;;*
860.086/2020;860.045/2022;9;2022-01-13;;*
860.088/2009;300.328/2011;8;2011-04-13;;*
860.088/2019;861.159/2022;9;2022-10-25;;*
860.089/2008;860.635/2015;9;2015-06-26;;*
860.089/2019;300.440/2019;8;2019-06-04;;*
860.089/2019;860.274/2019;9;2019-05-10;;*
860.089/2019;860.311/2019;9;2019-05-23;;*
860.090/2011;860.237/2022;8;2022-03-14;;*
860.091/2010;860.050/2017;8;2017-01-20;;*
860.091/2012;861.741/2024;8;2024-12-09;;*
860.091/2015;860.096/2016;9;2016-02-12;;*
860.091/2015;861.330/2016;9;2016-11-08;;*
860.092/2008;300.312/2011;8;2011-04-08;;*
860.092/2019;860.622/2019;9;2019-09-10;;*
860.093/2008;300.039/2012;8;2012-01-17;;*
860.093/2009;301.009/2012;8;2012-11-13;;*
860.093/2009;860.643/2021;8;2021-06-14;;*
860.093/2017;860.951/2025;9;2025-11-05;;*
860.094/2015;860.965/2022;8;2022-09-28;;*
860.094/2017;860.949/2025;9;2025-11-05;;*
860.095/2008;860.870/2016;8;2016-08-05;;*
860.096/2008;860.871/2016;8;2016-08-05;;*
860.096/2010;861.371/2024;8;2024-10-31;;*
860.096/2011;862.681/2011;2;2011-11-24;;*
860.096/2018;861.438/2024;8;2024-11-13;;*
860.096/2020;860.046/2022;9;2022-01-13;;*
860.097/2004;300.908/2009;8;2009-08-21;;*
860.097/2004;860.292/2013;8;2013-02-06;;*
860.097/2008;860.838/2016;8;2016-08-01;;*
860.097/2009;300.822/2012;8;2012-09-20;;*
860.097/2009;300.823/2012;8;2012-09-20;;*
860.097/2010;300.916/2013;8;2013-09-11;;*
860.097/2010;860.840/2021;2;2021-07-07;;*
860.097/2015;301.024/2016;8;2016-10-19;;*
860.097/2023;860.273/2025;9;2025-04-04;;*
860.097/2023;860.498/2023;9;2023-06-15;;*
860.098/2011;861.566/2013;2;2013-09-04;;*
860.098/2013;860.123/2016;8;2016-02-22;;*
860.098/2015;301.025/2016;8;2016-10-19;;*
860.098/2022;860.936/2023;2;2023-10-17;;*
860.099/2012;860.235/2015;8;2015-03-09;;*
860.099/2016;861.101/2022;8;2022-10-13;;*
860.100/2015;860.240/2023;9;2023-04-04;;*
860.100/2022;860.772/2022;2;2022-08-30;;*
860.100/2022;860.773/2022;2;2022-08-30;;*
860.100/2022;860.774/2022;2;2022-08-30;;*
860.100/2022;860.775/2022;2;2022-08-30;;*
860.100/2022;860.776/2022;2;2022-08-30;;*
860.101/2014;861.425/2014;9;2014-11-24;;*
860.101/2019;861.386/2024;8;2024-11-01;;*
860.101/2020;860.047/2022;9;2022-01-13;;*
860.102/2011;860.126/2017;8;2017-02-03;;*
860.102/2014;860.370/2015;9;2015-04-16;;*
860.102/2019;860.773/2020;2;2020-12-22;;*
860.102/2020;860.048/2022;9;2022-01-13;;*
860.103/2008;860.839/2016;8;2016-08-01;;*
860.103/2020;860.187/2022;9;2022-02-23;;*
860.104/2008;860.272/2009;8;2009-03-17;;*
860.104/2020;860.049/2022;9;2022-01-13;;*
860.105/2008;860.273/2009;8;2009-03-17;;*
860.105/2012;861.122/2022;8;2022-10-17;;*
860.105/2022;860.507/2024;2;2024-04-19;;*
860.106/2008;860.274/2009;8;2009-03-17;;*
860.106/2012;861.603/2012;9;2012-09-20;;*
860.107/2011;861.320/2012;8;2012-07-02;;*
860.107/2012;860.778/2021;8;2021-06-21;;*
860.107/2015;861.204/2021;8;2021-08-24;;*
860.108/2008;860.275/2009;8;2009-03-17;;*
860.108/2017;300.768/2018;8;2018-08-10;;*
860.109/2011;300.738/2014;8;2014-10-17;;*
860.109/2016;300.359/2022;8;2022-03-03;;*
860.110/2002;300.276/2010;8;2010-03-23;;*
860.110/2007;860.290/2013;9;2013-02-06;;*
860.110/2010;300.292/2016;8;2016-03-21;;*
860.110/2011;860.508/2018;8;2018-07-12;;*
860.110/2014;861.070/2021;8;2021-08-05;;*
860.110/2017;860.074/2021;8;2021-02-22;;*
860.111/2015;860.988/2022;8;2022-10-03;;*
860.112/2015;861.822/2024;8;2024-12-10;;*
860.112/2019;861.834/2024;8;2024-12-10;;*
860.112/2020;300.065/2025;8;2025-01-31;;*
860.112/2020;860.225/2021;2;2021-03-21;;*
860.112/2020;861.192/2024;9;2024-10-01;;*
860.112/2020;861.526/2021;2;2021-10-06;;*
860.112/2020;861.528/2021;2;2021-10-06;;*
860.113/2019;300.210/2022;8;2022-02-03;;*
860.114/2003;861.590/2009;8;2009-11-30;;*
860.114/2004;860.419/2017;9;2017-06-01;;*
860.114/2004;861.645/2012;9;2012-09-27;;*
860.114/2004;861.688/2009;9;2009-12-18;;*
860.114/2010;300.371/2013;8;2013-04-17;;*
860.114/2012;860.757/2012;9;2012-04-16;;*
860.114/2014;861.021/2022;8;2022-10-07;;*
860.115/2004;861.127/2016;8;2016-09-26;;*
860.115/2005;860.909/2012;8;2012-05-09;;*
860.115/2010;302.134/2015;8;2015-03-25;;*
860.115/2010;302.135/2015;8;2015-03-25;;*
860.115/2010;860.470/2013;2;2013-02-22;;*
860.115/2012;861.116/2022;8;2022-10-17;;*
860.115/2015;861.789/2021;8;2021-12-10;;*
860.115/2019;861.935/2024;8;2024-12-12;;*
860.116/2005;860.900/2012;8;2012-05-09;;*
860.116/2010;860.511/2018;8;2018-07-12;;*
860.116/2012;861.019/2022;8;2022-10-07;;*
860.116/2017;860.490/2017;9;2017-06-23;;*
860.117/2005;860.901/2012;8;2012-05-09;;*
860.117/2008;861.431/2009;2;2009-10-19;;*
860.117/2013;861.645/2024;8;2024-11-30;;*
860.117/2016;861.591/2024;8;2024-11-26;;*
860.118/2007;861.698/2013;8;2013-10-07;;*
860.118/2007;861.699/2013;8;2013-10-07;;*
860.118/2011;860.156/2012;8;2012-02-01;;*
860.118/2012;861.117/2022;8;2022-10-17;;*
860.118/2017;860.418/2018;9;2018-06-15;;*
860.118/2019;860.686/2025;9;2025-08-20;;*
860.119/2008;300.993/2011;8;2011-10-04;;*
860.119/2014;861.643/2024;8;2024-11-30;;*
860.119/2019;860.685/2025;9;2025-08-20;;*
832.004/2016;831.092/2017;9;2017-07-03;;*
832.005/2018;830.657/2023;2;2023-03-10;;*
832.005/2018;830.849/2024;2;2024-05-13;;*
832.005/2018;831.805/2023;2;2023-07-08;;*
832.005/2018;833.084/2022;2;2022-12-24;;*
832.006/1998;830.726/2010;8;2010-04-27;;*
832.006/2007;300.927/2014;8;2014-12-12;;*
832.006/2007;300.928/2014;8;2014-12-12;;*
832.006/2007;300.929/2014;8;2014-12-12;;*
832.006/2017;300.386/2021;8;2021-04-09;;*
832.006/2017;300.387/2021;8;2021-04-09;;*
832.006/2017;300.388/2021;8;2021-04-09;;*
832.006/2017;300.389/2021;8;2021-04-09;;*
832.007/2008;830.610/2013;8;2013-03-05;;*
832.007/2011;300.374/2022;8;2022-03-08;;*
832.008/2011;832.166/2013;8;2013-07-25;;*
832.009/1996;300.017/2023;8;2023-01-05;;*
832.009/2011;832.165/2013;8;2013-07-25;;*
832.009/2013;830.253/2016;9;2016-02-11;;*
832.010/2011;832.202/2013;8;2013-07-26;;*
832.011/1999;300.457/2009;8;2009-09-09;;*
832.011/2006;300.686/2011;8;2011-08-03;;*
832.011/2011;832.164/2013;8;2013-07-25;;*
832.012/2001;831.098/2013;8;2013-04-15;;*
832.012/2008;300.326/2020;8;2020-04-07;;*
832.012/2008;300.327/2020;8;2020-04-07;;*
832.012/2008;300.328/2020;8;2020-04-07;;*
832.012/2008;300.329/2020;8;2020-04-07;;*
832.012/2008;834.916/2008;2;2008-12-30;;*
832.012/2008;834.917/2008;2;2008-12-30;;*
832.012/2011;832.139/2013;8;2013-07-23;;*
832.012/2016;831.196/2025;9;2025-08-19;;*
832.013/1997;300.051/2010;8;2010-02-01;;*
832.013/1997;300.052/2010;8;2010-02-01;;*
832.013/2007;303.067/2015;8;2015-12-23;;*
832.013/2007;303.068/2015;8;2015-12-23;;*
832.013/2009;300.059/2020;8;2020-01-22;;*
832.013/2009;300.538/2017;8;2017-05-29;;*
832.013/2011;832.163/2013;8;2013-07-25;;*
832.013/2012;830.432/2014;9;2014-02-20;;*
832.014/2011;832.148/2013;8;2013-07-23;;*
832.014/2012;300.842/2017;8;2017-09-05;;*
832.015/2002;830.948/2011;8;2011-04-01;;*
832.016/2005;300.128/2010;8;2010-03-01;;*
832.016/2022;300.475/2025;8;2025-06-23;;*
832.017/2012;300.069/2017;8;2017-01-26;;*
832.017/2021;300.197/2022;8;2022-02-02;;*
832.017/2021;300.198/2022;8;2022-02-02;;*
832.017/2021;830.378/2024;9;2024-02-21;;*
832.019/2003;300.909/2014;8;2014-12-05;;*
832.019/2007;300.285/2022;8;2022-02-15;;*
832.019/2015;831.966/2021;8;2021-08-26;;*
832.019/2016;300.270/2023;8;2023-03-22;;*
832.020/2003;300.933/2012;8;2012-10-15;;*
832.022/2001;300.255/2013;8;2013-03-18;;*
832.022/2012;830.204/2014;9;2014-01-31;;*
832.023/2006;830.949/2011;8;2011-04-01;;*
832.023/2008;300.408/2014;8;2014-06-25;;*
832.023/2008;831.689/1991;8;2014-08-12;;*
832.023/2013;300.008/2023;8;2023-01-02;;*
832.023/2014;832.401/2022;8;2022-10-18;;*
832.023/2015;831.374/2018;9;2018-07-26;;*
832.023/2021;830.291/2022;9;2022-03-07;;*
832.024/2001;300.090/2023;8;2023-02-02;;*
832.024/2011;832.402/2024;8;2024-11-26;;*
832.024/2011;832.411/2014;2;2014-08-29;;*
832.024/2011;832.412/2014;2;2014-08-29;;*
832.024/2011;832.415/2014;2;2014-08-29;;*
832.024/2011;832.416/2014;2;2014-08-29;;*
832.024/2013;300.009/2023;8;2023-01-02;;*
832.024/2014;000.847/1935;7;2021-06-23;;*
832.024/2015;831.948/2021;8;2021-08-24;;*
832.025/2013;832.389/2022;8;2022-10-18;;*
832.025/2015;300.892/2020;8;2020-09-10;;*
832.025/2015;300.893/2020;8;2020-09-10;;*
832.025/2015;300.894/2020;8;2020-09-10;;*
832.025/2015;831.388/2018;2;2018-07-30;;*
832.025/2015;831.389/2018;2;2018-07-30;;*
832.025/2015;831.700/2018;2;2018-09-19;;*
832.025/2015;831.702/2018;2;2018-09-19;;*
832.025/2015;831.703/2018;2;2018-09-19;;*
832.025/2015;831.773/2017;2;2017-11-01;;*
832.025/2015;832.222/2017;2;2017-12-20;;*
832.025/2015;832.223/2017;2;2017-12-20;;*
832.025/2015;832.224/2017;2;2017-12-20;;*
832.025/2015;832.225/2017;2;2017-12-20;;*
832.026/2008;833.722/2013;8;2013-12-04;;*
832.027/2008;833.723/2013;8;2013-12-04;;*
832.027/2015;831.576/2017;9;2017-09-21;;*
832.027/2022;831.686/2025;9;2025-11-07;;*
832.027/2024;830.379/2025;9;2025-03-11;;*
832.028/2008;833.810/2013;8;2013-12-10;;*
832.028/2016;831.206/2017;9;2017-07-18;;*
832.028/2022;831.687/2025;9;2025-11-07;;*
832.030/2008;833.809/2013;8;2013-12-10;;*
832.030/2017;831.251/2018;9;2018-07-09;;*
832.031/2022;831.968/2024;2;2024-10-07;;*
832.032/2001;302.589/2015;8;2015-08-19;;*
832.032/2003;830.415/2018;9;2018-03-07;;*
832.033/1986;830.378/2001;8;2021-01-27;;*
832.033/2009;831.128/2012;9;2012-04-04;;*
832.034/2015;300.094/2021;8;2021-02-03;;*
832.034/2022;830.644/2023;9;2023-03-08;;*
832.035/2011;832.484/2022;8;2022-10-25;;*
832.035/2014;300.981/2022;8;2022-08-23;;*
832.035/2014;300.982/2022;8;2022-08-23;;*
832.035/2015;301.030/2022;8;2022-09-02;;*
832.035/2015;301.031/2022;8;2022-09-02;;*
832.035/2015;301.032/2022;8;2022-09-02;;*
832.035/2015;301.033/2022;8;2022-09-02;;*
832.036/2004;300.139/2021;8;2021-02-10;;*
832.036/2008;301.206/2013;8;2013-12-16;;*
832.036/2022;830.934/2023;9;2023-04-05;;*
832.037/2010;830.935/2013;8;2013-04-05;;*
832.037/2016;300.430/2023;8;2023-05-12;;*
832.037/2016;300.431/2023;8;2023-05-12;;*
832.037/2018;830.062/2024;2;2024-01-12;;*
832.037/2021;301.027/2025;8;2025-11-18;;*
832.037/2021;830.112/2025;9;2025-01-10;;*
832.038/2012;302.889/2015;8;2015-10-28;;*
832.038/2012;832.579/2015;9;2015-09-30;;*
832.040/1997;831.632/2015;2;2015-06-29;;*
832.040/1997;833.291/2014;2;2014-11-17;;*
832.040/1997;833.916/2011;7;2011-10-04;;*
832.040/2001;301.216/2013;8;2013-12-19;;*
832.040/2016;300.695/2020;8;2020-07-12;;*
832.041/1986;831.192/2020;8;2020-09-04;;*
832.041/2001;301.217/2013;8;2013-12-19;;*
832.041/2001;301.218/2013;8;2013-12-19;;*
832.041/2011;300.361/2014;8;2014-06-05;;*
832.041/2013;300.896/2021;8;2021-09-01;;*
832.041/2021;300.368/2025;8;2025-05-28;;*
832.041/2021;300.369/2025;8;2025-05-28;;*
832.042/1983;831.193/1987;5;2020-11-20;;*
832.042/1994;301.017/2010;8;2010-10-19;;*
832.042/1998;300.239/2016;8;2016-03-10;;*
832.042/2013;300.897/2021;8;2021-09-01;;*
832.042/2015;832.012/2021;8;2021-08-29;;*
832.042/2016;831.678/2017;9;2017-10-16;;*
832.043/2000;832.214/2013;8;2013-07-29;;*
832.043/2005;831.484/2012;8;2012-05-07;;*
832.043/2014;831.804/2021;8;2021-08-06;;*
832.043/2016;830.971/2018;9;2018-06-14;;*
832.043/2021;830.198/2025;2;2025-01-27;;*
832.045/2015;832.078/2021;8;2021-08-31;;*
832.045/2017;830.794/2025;8;2025-05-20;;*
832.046/2011;830.262/2017;8;2017-02-23;;*
832.046/2011;830.588/2013;2;2013-03-04;;*
832.046/2018;830.068/2019;9;2019-01-17;;*
832.046/2021;830.146/2024;9;2024-01-26;;*
832.047/1983;832.962/2014;2;2014-10-17;;*
832.047/2011;830.358/2012;9;2012-02-10;;*
832.047/2017;831.823/2018;2;2018-10-08;;*
832.047/2017;832.280/2021;2;2021-09-23;;*
832.047/2017;832.362/2021;2;2021-10-06;;*
832.048/2011;300.464/2018;8;2018-05-03;;*
832.050/2012;831.395/2016;9;2016-06-17;;*
832.051/2003;300.736/2009;8;2009-04-27;;*
832.051/2003;300.737/2009;8;2009-04-27;;*
832.051/2003;300.738/2009;8;2009-04-27;;*
832.051/2003;300.739/2009;8;2009-04-27;;*
832.051/2003;300.740/2009;8;2009-04-27;;*
832.051/2003;300.741/2009;8;2009-04-27;;*
832.051/2003;300.742/2009;8;2009-04-27;;*
832.051/2003;300.743/2009;8;2009-04-27;;*
832.051/2003;300.744/2009;8;2009-04-27;;*
832.051/2003;300.745/2009;8;2009-04-27;;*
832.051/2003;300.746/2009;8;2009-04-27;;*
832.051/2003;300.747/2009;8;2009-04-27;;*
832.051/2003;300.748/2009;8;2009-04-27;;*
832.051/2003;300.749/2009;8;2009-04-27;;*
832.051/2003;300.750/2009;8;2009-04-27;;*
832.051/2003;300.751/2009;8;2009-04-27;;*
832.051/2003;300.752/2009;8;2009-04-27;;*
832.051/2003;300.753/2009;8;2009-04-27;;*
832.051/2003;300.754/2009;8;2009-04-27;;*
832.051/2003;300.755/2009;8;2009-04-27;;*
832.051/2003;300.756/2009;8;2009-04-27;;*
832.051/2003;300.757/2009;8;2009-04-27;;*
832.051/2003;300.758/2009;8;2009-04-27;;*
832.051/2003;300.759/2009;8;2009-04-27;;*
832.051/2003;300.760/2009;8;2009-04-27;;*
832.051/2003;300.761/2009;8;2009-04-27;;*
832.051/2008;833.724/2013;8;2013-12-04;;*
832.051/2011;301.094/2020;8;2020-11-16;;*
832.051/2014;830.447/2016;9;2016-03-04;;*
832.052/2006;300.859/2019;8;2019-09-30;;*
832.052/2006;832.610/2024;8;2024-12-09;;*
832.053/2007;300.020/2017;8;2017-01-09;;*
832.054/2007;300.629/2012;8;2012-06-19;;*
832.054/2011;831.811/2015;8;2015-07-14;;*
832.054/2013;830.598/2015;9;2015-03-17;;*
832.054/2013;832.156/2014;2;2014-08-04;;*
832.054/2015;300.491/2020;8;2020-04-30;;*
848.110/2018;848.168/2018;9;2018-08-03;;*
848.111/2000;300.584/2010;8;2010-06-08;;*
848.111/2005;300.181/2013;8;2013-02-25;;*
848.111/2005;848.490/2010;2;2010-10-29;;*
848.111/2015;848.307/2022;8;2022-10-17;;*
848.111/2018;848.172/2018;9;2018-08-03;;*
848.111/2019;848.216/2019;9;2019-11-04;;*
848.112/2005;300.182/2013;8;2013-02-25;;*
848.112/2009;848.380/2012;8;2012-10-05;;*
848.112/2012;848.190/2016;8;2016-08-15;;*
848.112/2016;848.335/2022;8;2022-10-18;;*
848.113/2014;301.307/2021;8;2021-12-21;;*
848.113/2016;300.213/2017;8;2017-03-08;;*
848.113/2016;848.023/2017;9;2017-01-27;;*
848.113/2016;848.220/2016;2;2016-09-06;;*
848.113/2018;300.503/2020;8;2020-05-11;;*
848.114/2017;848.339/2024;8;2024-12-08;;*
848.114/2018;848.324/2024;8;2024-12-03;;*
848.115/2008;848.200/2021;8;2021-08-26;;*
848.115/2009;848.371/2010;8;2010-09-24;;*
848.115/2017;848.340/2024;8;2024-12-08;;*
848.115/2019;300.020/2024;8;2024-01-18;;*
848.115/2019;300.021/2024;8;2024-01-18;;*
848.116/2007;848.895/2011;8;2011-12-20;;*
848.116/2013;848.009/2015;2;2015-01-13;;*
848.116/2013;848.338/2014;2;2014-11-25;;*
848.116/2015;848.234/2022;8;2022-09-30;;*
848.116/2018;848.285/2024;8;2024-11-21;;*
848.117/2007;848.759/2011;8;2011-11-07;;*
848.117/2017;848.309/2024;8;2024-11-26;;*
848.117/2021;848.404/2023;2;2023-11-22;;*
848.118/2007;848.764/2011;8;2011-11-09;;*
848.118/2010;848.655/2011;8;2011-09-29;;*
848.119/2007;848.169/2012;8;2012-04-03;;*
848.119/2015;300.217/2022;8;2022-02-03;;*
848.119/2017;848.269/2024;8;2024-11-14;;*
848.120/2004;848.272/2010;8;2010-08-09;;*
848.120/2007;848.387/2012;8;2012-10-05;;*
848.120/2014;800.256/2021;8;2021-05-26;;*
848.120/2015;848.343/2022;8;2022-10-27;;*
848.120/2016;848.131/2018;9;2018-06-21;;*
848.120/2022;848.179/2024;9;2024-07-29;;*
848.121/2004;848.266/2010;8;2010-08-05;;*
848.121/2012;848.299/2022;8;2022-10-15;;*
848.121/2017;848.100/2019;9;2019-06-10;;*
848.121/2024;848.113/2025;9;2025-09-09;;*
848.123/2004;848.263/2010;8;2010-08-04;;*
848.123/2010;848.099/2021;8;2021-06-07;;*
848.123/2018;300.124/2021;8;2021-02-05;;*
848.124/2007;848.765/2011;8;2011-11-09;;*
848.124/2017;848.192/2021;8;2021-08-23;;*
848.125/2000;848.266/2016;8;2016-10-24;;*
848.125/2004;848.233/2009;8;2009-10-02;;*
848.125/2007;848.786/2011;8;2011-11-11;;*
848.126/2000;848.186/2013;3;2013-07-08;;*
848.126/2000;848.331/2012;3;2012-09-13;;*
848.126/2005;301.074/2009;8;2009-10-02;;*
848.126/2006;301.228/2009;8;2009-08-21;;*
848.126/2007;848.757/2010;8;2010-12-21;;*
848.126/2015;848.296/2022;8;2022-10-15;;*
848.126/2017;848.090/2021;9;2021-05-23;;*
848.127/2004;848.264/2010;8;2010-08-04;;*
848.127/2007;848.758/2010;8;2010-12-21;;*
848.127/2009;300.278/2010;8;2010-03-23;;*
848.127/2010;848.302/2016;8;2016-11-30;;*
848.127/2011;300.858/2013;8;2013-08-23;;*
848.127/2016;848.186/2016;9;2016-08-12;;*
848.127/2020;300.602/2022;8;2022-04-26;;*
848.129/2006;848.294/2024;8;2024-11-22;;*
848.129/2009;300.852/2013;8;2013-08-21;;*
848.129/2015;848.315/2022;8;2022-10-17;;*
848.129/2017;848.112/2019;9;2019-06-27;;*
848.129/2020;848.172/2020;2;2020-11-04;;*
848.129/2023;848.196/2023;9;2023-05-30;;*
848.130/2011;848.246/2018;8;2018-10-25;;*
848.130/2018;848.271/2024;8;2024-11-16;;*
848.131/2011;848.102/2016;8;2016-05-16;;*
848.131/2014;300.385/2017;8;2017-04-07;;*
848.131/2014;300.386/2017;8;2017-04-07;;*
848.131/2023;848.179/2023;9;2023-05-17;;*
848.132/2011;848.216/2017;8;2017-10-23;;*
848.132/2018;848.195/2023;2;2023-05-30;;*
848.133/2015;300.185/2017;8;2017-02-23;;*
848.133/2017;300.651/2022;8;2022-05-04;;*
848.134/2007;848.278/2017;8;2017-12-13;;*
848.134/2010;300.862/2013;8;2013-08-26;;*
848.135/2004;848.267/2010;8;2010-08-05;;*
848.135/2007;848.148/2013;2;2013-05-28;;*
848.135/2007;848.208/2013;2;2013-07-26;;*
848.135/2007;848.221/2015;8;2015-09-09;;*
848.135/2011;848.100/2021;8;2021-06-07;;*
848.135/2018;848.010/2021;8;2021-02-22;;*
848.136/2006;848.089/2012;8;2012-02-27;;*
848.136/2012;848.249/2015;8;2015-09-25;;*
848.136/2018;300.601/2020;8;2020-06-09;;*
848.136/2018;848.086/2020;9;2020-05-31;;*
848.137/2009;848.094/2010;9;2010-04-23;;*
848.137/2011;848.373/2021;8;2021-11-30;;*
848.138/2014;302.400/2015;8;2015-06-16;;*
848.139/2014;302.392/2015;8;2015-06-11;;*
848.140/2019;848.142/2020;9;2020-09-28;;*
848.141/2020;848.319/2024;8;2024-12-03;;*
848.142/2003;848.075/2018;8;2018-05-02;;*
848.142/2015;848.183/2018;8;2018-08-16;;*
848.142/2020;848.174/2020;2;2020-11-04;;*
848.143/2007;848.787/2011;8;2011-11-11;;*
848.144/2007;848.069/2013;8;2013-03-06;;*
848.144/2007;848.648/2010;8;2010-12-06;;*
848.144/2009;300.586/2012;8;2012-06-06;;*
848.144/2009;304.119/2017;8;2017-12-27;;*
848.144/2011;300.957/2013;8;2013-09-27;;*
848.144/2013;848.277/2022;8;2022-10-13;;*
848.144/2018;301.260/2022;8;2022-11-08;;*
848.144/2018;301.261/2022;8;2022-11-08;;*
848.145/2007;848.785/2011;8;2011-11-11;;*
848.145/2008;848.243/2009;8;2009-10-20;;*
848.145/2016;848.186/2021;8;2021-08-18;;*
848.145/2017;300.454/2018;8;2018-05-02;;*
848.145/2017;848.025/2018;9;2018-02-16;;*
848.145/2017;848.041/2018;9;2018-02-27;;*
848.145/2018;848.078/2020;9;2020-05-25;;*
848.146/2001;848.276/2017;8;2017-12-13;;*
848.146/2003;300.773/2009;8;2009-09-21;;*
848.146/2003;300.774/2009;8;2009-09-21;;*
848.146/2015;848.235/2022;8;2022-09-30;;*
848.146/2019;300.417/2025;8;2025-06-10;;*
848.146/2020;848.400/2022;9;2022-12-14;;*
848.147/2008;848.244/2009;8;2009-10-20;;*
848.147/2011;848.806/2011;8;2011-11-28;;*
848.147/2012;848.122/2017;8;2017-05-29;;*
848.147/2014;848.194/2021;8;2021-08-25;;*
848.147/2015;848.032/2017;8;2017-02-06;;*
848.147/2018;300.833/2020;8;2020-08-25;;*
848.148/2012;848.286/2012;9;2012-07-11;;*
848.148/2015;848.325/2022;8;2022-10-18;;*
848.148/2016;848.131/2017;9;2017-06-21;;*
848.148/2016;848.245/2016;9;2016-10-06;;*
848.148/2022;848.173/2022;9;2022-09-02;;*
848.149/2012;848.283/2017;8;2017-12-14;;*
848.149/2016;848.132/2017;9;2017-06-21;;*
848.149/2016;848.246/2016;9;2016-10-06;;*
848.149/2019;300.859/2024;8;2024-09-19;;*
848.149/2021;300.717/2022;8;2022-05-25;;*
848.150/2015;848.216/2021;8;2021-08-31;;*
848.150/2020;848.111/2021;9;2021-06-11;;*
848.151/2007;300.782/2011;8;2011-08-16;;*
848.151/2007;300.783/2011;8;2011-08-16;;*
848.151/2007;300.784/2011;8;2011-08-16;;*
848.151/2007;300.785/2011;8;2011-08-16;;*
848.151/2007;300.786/2011;8;2011-08-16;;*
848.151/2007;848.033/2015;8;2015-02-12;;*
848.151/2017;848.158/2018;9;2018-07-24;;*
848.152/2016;848.130/2017;9;2017-06-21;;*
848.152/2016;848.247/2016;9;2016-10-06;;*
848.153/2002;848.125/2009;2;2009-07-22;;*
848.153/2002;848.170/2009;2;2009-08-17;;*
848.153/2010;848.213/2010;9;2010-07-16;;*
848.153/2012;848.081/2017;8;2017-04-12;;*
848.153/2014;300.521/2016;8;2016-06-03;;*
848.154/2010;848.202/2015;8;2015-08-21;;*
848.155/2001;300.580/2009;8;2009-09-09;;*
848.155/2007;848.532/2010;8;2010-11-11;;*
848.156/2013;848.155/2018;9;2018-07-19;;*
848.156/2021;301.174/2025;8;2025-12-16;;*
848.156/2021;301.175/2025;8;2025-12-16;;*
848.157/2006;300.175/2009;8;2009-11-12;;*
848.157/2009;848.301/2016;8;2016-11-29;;*
848.157/2016;848.121/2021;8;2021-06-16;;*
848.158/2010;848.307/2024;8;2024-11-26;;*
848.158/2016;303.216/2018;8;2018-10-30;;*
848.158/2016;303.217/2018;8;2018-10-30;;*
