DSProcesso;IDCondicaoPropriedadeSolo
800.005/2017;3
800.005/2018;3
800.005/2019;5
800.005/2020;3
800.005/2021;3
800.005/2022;3
800.005/2023;3
800.005/2024;3
800.005/2025;3
800.005/2026;3
800.006/2000;6
800.006/2001;50
800.006/2002;3
800.006/2003;3
800.006/2004;3
800.006/2005;5
800.006/2006;3
800.006/2007;3
800.006/2008;3
800.006/2009;3
800.006/2010;3
800.006/2011;3
800.006/2012;3
800.006/2013;3
800.006/2014;3
800.006/2015;3
800.006/2016;3
800.006/2017;3
800.006/2018;3
800.006/2019;3
800.006/2020;3
800.006/2021;3
800.006/2022;5
800.006/2023;3
800.006/2024;3
800.006/2025;3
800.006/2026;3
800.007/2000;5
800.007/2001;3
800.007/2002;3
800.007/2003;5
800.007/2004;3
800.007/2005;3
800.007/2006;5
800.007/2007;3
800.007/2008;3
800.007/2009;3
800.007/2010;3
800.007/2011;3
800.007/2012;3
800.007/2013;3
800.007/2014;3
800.007/2015;3
800.007/2016;3
800.007/2017;3
800.007/2018;3
800.007/2019;50
800.007/2020;6
800.007/2021;3
800.007/2022;3
800.007/2023;3
800.007/2024;3
800.007/2025;3
800.007/2026;6
800.008/2000;3
800.008/2001;3
800.008/2002;3
800.008/2003;5
800.008/2004;3
800.008/2005;3
800.008/2006;3
800.008/2007;3
800.008/2008;3
800.008/2009;3
800.008/2010;3
800.008/2011;3
800.008/2012;3
800.008/2013;3
800.008/2014;3
800.008/2015;3
800.008/2016;3
800.008/2017;3
800.008/2018;3
800.008/2019;3
800.008/2020;3
800.008/2021;3
800.008/2022;3
800.008/2023;3
800.008/2024;50
800.008/2025;3
800.008/2026;3
800.009/2000;3
800.009/2001;3
800.009/2003;3
800.009/2004;3
800.009/2005;3
800.009/2006;3
800.009/2007;3
800.009/2008;3
800.009/2009;3
800.009/2010;3
800.009/2011;3
800.009/2012;3
800.009/2013;3
800.009/2014;6
800.009/2015;3
800.009/2016;3
800.009/2017;3
800.009/2018;3
800.009/2019;3
800.009/2020;50
800.009/2021;3
800.009/2022;3
800.009/2023;3
800.009/2024;5
800.009/2025;50
800.009/2026;3
800.010/2000;5
800.010/2001;3
800.010/2002;3
800.010/2003;6
800.010/2004;3
800.010/2005;3
800.010/2006;3
800.010/2007;3
800.010/2008;3
800.010/2009;3
800.010/2010;3
800.010/2011;3
800.010/2012;3
800.010/2013;3
800.010/2014;3
800.010/2015;3
800.010/2016;3
800.010/2017;3
800.010/2018;3
800.010/2019;3
800.010/2020;3
800.010/2021;3
800.010/2022;3
800.010/2023;3
800.010/2024;3
800.010/2025;5
800.010/2026;5
800.011/2000;5
800.011/2001;3
800.011/2002;3
800.011/2003;3
800.011/2004;3
800.011/2005;3
800.011/2006;3
800.011/2007;3
800.011/2008;3
800.011/2009;3
800.011/2010;3
800.011/2011;3
800.011/2012;5
800.011/2013;3
800.011/2014;3
800.011/2015;3
800.011/2016;3
800.011/2017;5
800.011/2018;3
800.011/2019;3
800.011/2020;3
800.011/2021;3
800.011/2022;3
800.011/2023;3
800.011/2024;3
800.011/2025;3
800.011/2026;5
800.012/2000;5
800.012/2001;3
800.012/2002;3
800.012/2003;5
800.012/2004;3
800.012/2005;3
800.012/2006;3
800.012/2007;3
800.012/2008;5
800.012/2009;3
800.012/2010;3
800.012/2011;3
800.012/2012;5
800.012/2013;3
800.012/2014;3
800.012/2015;3
800.012/2016;5
800.012/2017;3
800.012/2018;3
800.012/2019;3
800.012/2020;5
800.012/2021;3
800.012/2022;3
800.012/2023;3
800.012/2024;3
800.012/2025;3
800.012/2026;50
800.013/2000;5
800.013/2001;3
800.013/2002;3
800.013/2003;5
800.013/2004;6
800.013/2005;3
800.013/2006;3
800.013/2007;3
800.013/2008;3
800.013/2009;3
800.013/2010;3
800.013/2011;3
800.013/2012;3
800.013/2013;3
800.013/2014;50
800.013/2015;3
800.013/2016;3
800.013/2017;5
800.013/2018;3
800.013/2019;3
800.013/2020;3
800.013/2021;3
800.013/2022;3
800.013/2023;3
800.013/2024;3
800.013/2025;3
800.013/2026;3
800.014/1998;3
800.014/2000;5
800.014/2001;3
800.014/2002;3
800.014/2003;3
800.014/2004;3
800.014/2005;3
800.014/2006;3
800.014/2007;3
800.014/2008;3
800.014/2009;3
800.014/2010;3
800.014/2011;3
800.014/2012;1
800.014/2013;3
800.014/2014;50
800.014/2015;3
800.014/2016;3
800.014/2017;5
800.014/2018;5
800.014/2019;3
800.014/2020;5
800.014/2021;3
800.014/2022;50
800.014/2023;3
800.014/2024;3
800.014/2025;3
800.014/2026;3
800.015/2000;3
800.015/2001;5
800.015/2002;3
800.015/2003;3
800.015/2004;6
800.015/2005;3
800.015/2006;3
800.015/2007;3
800.015/2008;5
800.015/2009;3
800.015/2010;3
800.015/2011;3
800.015/2012;3
800.015/2013;3
800.015/2014;50
800.015/2015;3
800.015/2016;3
800.015/2017;3
800.015/2018;3
800.015/2019;3
800.015/2020;5
800.015/2022;3
800.015/2023;3
800.015/2024;3
800.015/2025;3
800.016/1998;3
800.016/2000;5
800.016/2001;5
800.016/2002;3
800.016/2003;3
800.016/2004;3
800.016/2005;3
800.016/2006;3
800.016/2007;3
800.016/2008;3
800.016/2009;3
800.016/2010;3
800.016/2011;3
800.016/2012;3
800.016/2013;3
800.016/2014;3
800.016/2015;50
800.016/2016;5
800.016/2017;50
800.016/2018;3
800.016/2019;3
800.016/2020;5
800.016/2021;3
800.016/2022;50
800.016/2023;3
800.016/2024;3
800.016/2025;3
800.016/2026;3
800.017/2001;3
800.017/2002;3
800.017/2003;5
800.017/2004;5
800.017/2005;3
800.017/2007;3
800.017/2008;3
800.017/2009;3
800.017/2010;3
800.017/2011;3
800.017/2012;3
800.017/2013;3
800.017/2014;3
800.017/2015;3
800.017/2016;5
800.017/2017;5
800.017/2018;3
800.017/2019;3
800.017/2020;3
800.017/2021;3
800.017/2022;3
800.017/2023;3
800.017/2024;3
800.017/2025;3
800.017/2026;3
800.018/2000;5
800.018/2001;3
800.018/2002;3
800.018/2003;6
800.018/2004;3
800.018/2005;3
800.018/2006;3
800.018/2007;3
800.018/2008;3
800.018/2009;3
800.018/2010;3
800.018/2011;3
800.018/2012;3
800.018/2013;3
800.018/2014;3
800.018/2015;3
800.018/2016;5
800.018/2017;3
800.018/2018;3
800.018/2019;3
800.018/2020;3
800.018/2021;3
800.018/2021;50
800.018/2022;3
800.018/2023;3
800.018/2024;3
800.018/2025;3
800.018/2026;3
800.019/2000;5
800.019/2001;5
800.019/2002;3
800.019/2003;6
800.019/2004;5
800.019/2005;3
800.019/2006;3
800.019/2007;3
800.019/2008;3
800.019/2009;5
800.019/2010;3
800.019/2011;3
800.019/2012;3
800.019/2013;3
800.019/2014;3
800.019/2015;3
800.019/2016;3
800.019/2017;3
800.019/2017;50
800.019/2018;3
800.019/2019;3
800.019/2020;3
800.019/2021;5
800.019/2022;3
800.019/2023;3
800.019/2024;6
800.019/2025;50
800.019/2026;3
800.020/2000;5
800.020/2001;3
800.020/2002;50
800.020/2003;3
800.020/2004;3
800.020/2005;6
800.020/2006;3
800.020/2007;3
800.020/2008;3
800.020/2009;3
800.020/2010;3
800.020/2011;6
800.020/2012;3
800.020/2013;3
800.020/2014;3
800.020/2015;3
800.020/2016;3
800.020/2017;50
800.020/2018;3
800.020/2019;3
800.020/2020;3
800.020/2021;5
800.020/2022;50
800.020/2023;3
800.020/2024;3
800.020/2025;50
800.021/2000;6
800.021/2001;3
800.021/2002;5
800.021/2003;5
800.021/2004;5
800.021/2005;6
800.021/2006;3
800.021/2007;3
800.021/2008;5
800.021/2009;3
800.021/2010;3
800.021/2011;3
800.021/2012;3
800.021/2013;3
800.021/2014;3
800.021/2015;3
800.021/2016;6
800.021/2017;5
800.021/2018;3
800.021/2019;3
800.021/2020;3
800.021/2021;3
800.021/2022;3
800.021/2023;3
800.021/2024;3
800.021/2025;50
800.021/2026;3
800.022/2000;3
800.022/2001;3
800.022/2002;3
800.022/2003;3
800.022/2004;5
800.022/2005;3
800.022/2006;3
800.022/2007;5
800.022/2008;3
800.022/2009;3
800.022/2010;3
800.022/2011;3
800.022/2012;3
800.022/2013;3
800.022/2014;3
800.022/2015;3
800.022/2016;5
800.022/2017;3
800.022/2018;5
800.022/2019;3
800.022/2020;3
800.022/2021;3
800.022/2022;3
800.022/2023;3
800.022/2024;50
800.022/2025;3
800.023/2000;3
800.023/2001;3
800.023/2002;3
800.023/2003;3
800.023/2004;3
800.023/2005;3
800.023/2007;3
800.023/2008;3
800.023/2009;5
800.023/2010;3
800.023/2011;5
800.023/2012;3
800.023/2013;3
800.023/2014;3
800.023/2015;3
800.023/2016;3
800.023/2017;3
800.023/2018;3
800.023/2019;3
800.023/2020;3
800.023/2021;3
800.023/2022;3
800.023/2023;3
800.023/2024;1
800.023/2025;3
800.023/2026;3
800.024/2001;3
800.024/2002;3
800.024/2003;3
800.024/2004;3
800.024/2005;3
800.024/2006;3
800.024/2007;3
800.024/2008;3
800.024/2009;3
800.024/2010;3
800.024/2011;3
800.024/2012;3
800.024/2013;3
800.024/2014;3
800.024/2015;3
800.024/2016;3
800.024/2017;3
800.024/2018;5
800.024/2019;3
800.024/2020;3
800.024/2021;3
800.024/2022;3
800.024/2023;3
800.024/2024;3
800.024/2025;3
800.024/2026;3
800.025/2000;3
800.025/2001;5
800.025/2002;3
800.025/2003;3
800.025/2004;3
800.025/2005;3
800.025/2006;3
800.025/2007;3
800.025/2008;3
800.025/2009;5
800.025/2010;3
800.025/2011;3
800.025/2012;6
800.025/2013;3
800.025/2014;3
800.025/2015;3
800.025/2016;3
800.025/2017;3
800.025/2018;3
800.025/2019;3
800.025/2020;3
800.025/2021;3
800.025/2022;3
800.025/2023;3
800.025/2024;3
800.025/2025;3
800.025/2026;3
800.026/2000;3
800.026/2001;5
800.026/2002;3
800.026/2003;5
800.026/2004;3
800.026/2005;3
800.026/2006;3
800.026/2007;3
800.026/2008;3
800.026/2009;3
800.026/2010;3
800.026/2011;3
800.026/2012;6
800.026/2013;3
800.026/2014;5
800.026/2015;3
800.026/2016;3
800.026/2017;50
800.026/2018;3
800.026/2019;5
800.026/2020;3
800.026/2021;3
800.026/2022;3
800.026/2022;50
800.026/2023;3
800.026/2024;3
800.026/2025;3
800.026/2026;3
800.027/2000;3
800.027/2001;3
800.027/2002;3
800.027/2003;5
800.027/2004;3
800.027/2005;3
800.027/2006;3
800.027/2007;3
800.027/2008;3
800.027/2009;3
800.027/2010;3
800.027/2011;3
800.027/2012;6
800.027/2013;3
800.027/2014;3
800.027/2015;3
800.027/2016;3
800.027/2017;3
800.027/2018;3
800.027/2019;3
800.027/2020;3
800.027/2021;5
800.027/2022;50
800.027/2023;3
800.027/2025;3
800.027/2026;3
800.028/2000;3
800.028/2002;3
800.028/2003;3
800.028/2004;3
800.028/2005;3
800.028/2006;3
800.028/2007;3
800.028/2008;3
800.028/2009;3
800.028/2010;3
800.028/2011;5
800.028/2012;5
800.028/2013;3
800.028/2014;3
800.028/2015;5
800.028/2016;5
800.028/2017;3
800.028/2018;3
800.028/2019;3
800.028/2020;5
800.028/2021;3
800.028/2022;3
800.028/2023;3
800.028/2025;3
800.028/2026;3
800.029/2000;3
800.029/2001;3
800.029/2002;3
800.029/2003;5
800.029/2004;3
800.029/2005;3
800.029/2006;3
800.029/2007;3
800.029/2008;3
800.029/2009;3
800.029/2010;50
800.029/2011;3
800.029/2012;3
800.029/2013;3
800.029/2014;3
800.029/2015;3
800.029/2016;3
800.029/2017;3
800.029/2018;3
800.029/2019;3
800.029/2020;3
800.029/2021;3
800.029/2022;3
800.029/2023;5
800.029/2025;3
800.030/2000;3
800.030/2001;3
800.030/2002;3
800.030/2003;5
800.030/2004;3
800.030/2005;5
800.030/2007;3
800.030/2008;3
800.030/2009;3
800.030/2010;3
800.030/2011;3
800.030/2012;3
800.030/2013;3
800.030/2014;3
800.030/2015;3
800.030/2016;3
800.030/2017;3
800.030/2018;3
800.030/2019;3
800.030/2021;5
800.030/2022;3
800.030/2023;3
800.030/2024;3
800.030/2025;3
800.030/2026;3
800.031/2000;5
800.031/2001;3
800.031/2002;3
800.031/2003;5
800.031/2004;5
800.031/2005;3
800.031/2006;3
800.031/2007;3
800.031/2008;3
800.031/2009;3
800.031/2010;3
800.031/2011;5
800.031/2012;3
800.031/2013;3
800.031/2014;3
800.031/2015;6
800.031/2016;3
800.031/2017;3
800.031/2018;3
800.031/2019;3
800.031/2020;3
800.031/2021;3
800.031/2022;3
800.031/2023;3
800.031/2024;5
800.031/2025;3
800.032/2000;5
800.032/2001;3
800.032/2002;3
800.032/2003;5
800.032/2004;3
800.032/2005;3
800.032/2006;3
800.032/2007;5
800.032/2008;3
800.032/2009;3
800.032/2010;3
800.032/2011;5
800.032/2012;3
800.032/2013;3
800.032/2014;3
800.032/2015;3
800.032/2016;3
800.032/2017;3
800.032/2018;3
800.032/2019;3
800.032/2020;3
800.032/2021;3
800.032/2022;3
800.032/2023;5
800.032/2024;3
800.032/2025;3
800.032/2026;3
800.033/2000;3
800.033/2001;3
800.033/2002;3
800.033/2003;5
800.033/2004;3
800.033/2005;3
800.033/2006;3
800.033/2007;3
800.033/2008;3
800.033/2009;3
800.033/2010;5
800.033/2011;3
800.033/2012;3
800.033/2013;3
800.033/2014;3
800.033/2015;3
800.033/2016;3
800.033/2017;3
800.033/2018;3
800.033/2019;5
800.033/2020;3
800.033/2021;3
800.033/2022;3
800.033/2023;3
800.033/2024;3
800.033/2025;3
800.034/2000;3
800.034/2001;3
800.034/2002;3
800.034/2003;5
800.034/2005;3
800.034/2006;3
800.034/2007;5
800.034/2008;3
800.034/2009;3
800.034/2010;3
800.034/2011;3
800.034/2012;3
800.034/2013;3
800.034/2014;5
800.034/2015;5
800.034/2016;3
800.034/2017;3
800.034/2018;3
800.034/2019;3
800.034/2020;3
800.034/2021;3
800.034/2021;50
800.034/2022;3
800.034/2023;3
800.034/2024;3
800.034/2025;3
800.035/2000;3
800.035/2001;3
800.035/2002;3
800.035/2003;3
800.035/2004;6
800.035/2005;6
800.035/2006;3
800.035/2007;3
800.035/2008;3
800.035/2009;3
800.035/2010;3
800.035/2011;3
800.035/2012;3
800.035/2013;3
800.035/2014;3
800.035/2015;3
800.035/2016;3
800.035/2017;3
800.035/2018;3
800.035/2019;3
800.035/2020;3
800.035/2021;3
800.035/2022;5
800.035/2023;3
800.035/2024;3
800.035/2025;3
800.036/2000;3
800.036/2001;3
800.036/2002;3
800.036/2003;3
800.036/2004;6
800.036/2005;3
800.036/2006;3
800.036/2007;3
800.036/2008;3
800.036/2009;3
800.036/2010;3
800.036/2011;3
800.036/2012;5
800.036/2013;3
800.036/2014;50
800.036/2015;5
800.036/2016;3
800.036/2017;3
800.036/2018;3
800.036/2019;3
800.036/2020;3
800.036/2021;5
800.036/2022;3
800.036/2023;3
800.036/2024;3
800.036/2025;3
800.037/2000;3
800.037/2001;3
800.037/2002;3
800.037/2003;5
800.037/2004;3
800.037/2005;3
800.037/2006;3
800.037/2007;3
800.037/2008;3
800.037/2009;3
800.037/2010;3
800.037/2011;3
800.037/2012;3
800.037/2013;3
800.037/2014;3
800.037/2015;5
800.037/2016;3
800.037/2017;3
800.037/2018;3
800.037/2019;5
800.037/2020;3
800.037/2021;5
800.037/2022;3
800.037/2023;3
800.037/2024;5
800.037/2025;3
800.037/2026;3
800.038/2000;3
800.038/2001;3
800.038/2002;3
800.038/2003;6
800.038/2004;3
800.038/2005;3
800.038/2006;3
800.038/2007;3
800.038/2008;3
800.038/2009;1
800.038/2010;5
800.038/2011;3
800.038/2012;3
800.038/2013;3
800.038/2014;3
800.038/2015;3
800.038/2016;3
800.038/2017;3
800.038/2018;3
800.038/2019;5
800.038/2020;3
800.038/2021;3
800.038/2022;50
800.038/2023;3
800.038/2024;3
800.038/2025;50
800.039/2000;3
800.039/2002;3
800.039/2003;5
800.039/2004;6
800.039/2005;3
800.039/2006;3
800.039/2007;3
800.039/2008;3
800.039/2009;3
800.039/2010;3
800.039/2011;3
800.039/2012;3
800.039/2013;3
800.039/2014;3
800.039/2015;3
800.039/2016;3
800.039/2017;3
800.039/2018;3
800.039/2019;5
800.039/2020;3
800.039/2021;3
800.039/2022;3
800.039/2023;3
800.039/2024;3
800.039/2025;3
800.040/2000;5
800.040/2002;3
800.040/2003;5
800.040/2004;6
800.040/2005;3
800.040/2006;3
800.040/2007;3
800.040/2008;3
800.040/2009;6
800.040/2010;3
800.040/2011;3
800.040/2012;3
800.040/2013;3
800.040/2014;3
800.040/2015;6
800.040/2016;3
800.040/2017;3
800.040/2018;3
800.040/2019;3
800.040/2021;3
800.040/2022;3
800.040/2022;50
800.040/2023;3
800.040/2024;5
800.040/2025;3
800.040/2026;3
800.041/2001;3
800.041/2002;3
800.041/2003;3
800.041/2004;6
800.041/2005;3
800.041/2006;3
800.041/2007;3
800.041/2008;3
800.041/2009;3
800.041/2010;3
800.041/2011;3
800.041/2012;3
800.041/2013;3
800.041/2014;5
800.041/2015;3
800.041/2016;3
800.041/2017;3
800.041/2018;3
800.041/2019;3
800.041/2020;3
800.041/2021;5
800.041/2022;3
800.041/2023;3
800.041/2024;3
800.041/2025;3
800.041/2026;3
800.042/2000;3
800.042/2001;5
800.042/2002;3
800.042/2003;3
800.042/2004;3
800.042/2005;3
800.042/2006;3
800.042/2007;3
800.042/2008;3
800.042/2009;3
800.042/2010;3
800.042/2011;3
800.042/2012;3
800.042/2013;3
800.042/2014;3
800.042/2015;3
800.042/2016;3
800.042/2017;3
800.042/2018;3
800.042/2019;50
800.042/2020;3
800.042/2021;3
800.042/2023;3
800.042/2024;3
800.042/2025;3
800.042/2026;50
800.043/2000;3
800.043/2001;3
800.043/2002;3
800.043/2003;3
800.043/2004;3
800.043/2005;3
800.043/2006;6
800.043/2007;3
800.043/2008;3
800.043/2009;3
800.043/2010;3
800.043/2011;3
800.043/2012;3
800.043/2013;3
800.043/2014;3
800.043/2015;3
800.043/2016;3
800.043/2017;3
800.043/2018;3
800.043/2019;3
800.043/2020;3
800.043/2021;5
800.043/2022;50
800.043/2023;3
800.043/2024;3
800.043/2025;3
800.043/2026;3
800.044/2000;3
800.044/2001;3
800.044/2002;3
800.044/2003;3
800.044/2004;3
800.044/2005;3
800.044/2006;6
800.044/2007;3
800.044/2008;3
800.044/2009;6
800.044/2010;3
800.044/2011;3
800.044/2012;3
800.044/2013;3
800.044/2014;3
800.044/2015;3
800.044/2016;3
800.044/2017;3
800.044/2018;5
800.044/2019;3
800.044/2020;3
800.044/2021;3
800.044/2022;3
800.044/2023;3
800.044/2024;3
800.044/2025;7
800.044/2026;50
800.045/2000;5
800.045/2001;3
800.045/2002;3
800.045/2003;5
800.045/2004;5
800.045/2005;3
800.045/2006;3
800.045/2007;3
800.045/2008;3
800.045/2009;3
800.045/2010;3
800.045/2011;3
800.045/2012;5
800.045/2013;3
800.045/2014;3
800.045/2015;3
800.045/2016;3
800.045/2017;3
800.045/2018;3
800.045/2019;3
800.045/2020;3
800.045/2021;3
800.045/2022;3
800.045/2023;3
800.045/2024;3
800.045/2025;3
800.046/2000;3
800.046/2001;3
800.046/2002;3
800.046/2003;3
800.046/2004;3
800.046/2005;3
800.046/2006;3
800.046/2007;3
800.046/2008;3
800.046/2009;3
800.046/2010;3
800.046/2011;3
800.046/2012;3
800.046/2013;3
800.046/2014;3
800.046/2015;3
800.046/2016;3
800.046/2017;3
800.046/2018;3
800.046/2019;3
800.046/2020;5
800.046/2021;3
800.046/2022;3
800.046/2023;3
800.046/2024;3
800.046/2025;3
800.047/2000;3
800.047/2001;5
800.047/2002;3
800.047/2003;3
800.047/2004;5
800.047/2005;3
800.047/2006;3
800.047/2007;3
800.047/2008;3
800.047/2009;3
800.047/2010;3
800.047/2011;3
800.047/2012;3
800.047/2013;3
800.047/2014;3
800.047/2015;3
800.047/2016;3
800.047/2017;3
800.047/2018;3
800.047/2019;3
800.047/2020;3
800.047/2021;3
800.047/2022;3
800.047/2023;3
800.047/2024;3
800.047/2025;5
800.048/2000;3
800.048/2001;3
800.048/2002;3
800.048/2003;3
800.048/2004;3
800.048/2005;3
800.048/2006;3
800.048/2007;3
800.048/2008;3
800.048/2009;5
800.048/2010;3
800.048/2011;3
800.048/2012;3
800.048/2013;3
800.048/2014;3
800.048/2015;3
800.048/2016;3
800.048/2017;3
800.048/2018;3
800.048/2019;3
800.048/2020;50
800.048/2021;3
800.048/2022;5
800.048/2023;3
800.048/2024;3
800.048/2025;3
800.049/2000;3
800.049/2001;6
800.049/2002;3
800.049/2003;3
800.049/2004;3
800.049/2005;3
800.049/2006;3
800.049/2007;3
800.049/2008;3
800.049/2009;3
800.049/2010;3
800.049/2011;3
800.049/2012;3
800.049/2013;3
800.049/2014;6
800.049/2015;3
800.049/2016;3
800.049/2017;3
800.049/2018;3
800.049/2019;3
800.049/2020;5
800.049/2021;3
800.049/2022;3
800.049/2023;3
800.049/2024;3
800.049/2025;50
800.050/2000;3
800.050/2001;3
800.050/2002;6
800.050/2003;3
800.050/2004;3
800.050/2005;3
800.050/2006;5
800.050/2007;5
800.050/2008;3
800.050/2009;3
800.050/2010;3
800.050/2011;3
800.050/2012;3
800.050/2013;3
800.050/2014;3
800.050/2015;3
800.050/2016;3
800.050/2017;3
800.050/2018;3
800.050/2019;3
800.050/2020;3
800.050/2021;3
800.050/2022;3
800.050/2023;3
800.050/2024;3
800.050/2025;5
800.051/2000;3
800.051/2001;5
800.051/2002;3
800.051/2003;3
800.051/2004;5
800.051/2005;6
800.051/2006;3
800.051/2007;3
800.051/2008;3
800.051/2009;3
800.051/2010;3
800.051/2011;5
800.051/2012;3
800.051/2013;3
800.051/2014;3
800.051/2015;3
800.051/2016;3
800.051/2017;3
800.051/2018;3
800.051/2019;3
800.051/2020;3
800.051/2022;3
800.051/2023;3
800.051/2024;3
800.051/2025;50
800.052/2000;3
800.052/2001;3
800.052/2002;3
800.052/2003;3
800.052/2004;3
800.052/2005;3
800.052/2006;5
800.052/2007;3
800.052/2008;3
800.052/2009;3
800.052/2010;3
800.052/2011;3
800.052/2012;3
800.052/2013;3
800.052/2014;3
800.052/2015;3
800.052/2016;3
800.052/2017;3
800.052/2018;3
800.052/2019;3
